2026-03-22 10:39:10 | ERROR    | __main__             | [API] 快速解析失败: [0;31mERROR:[0m [twitter] 2035341926044414062: Unable to download JSON metadata: [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028) (caused by SSLError('[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')); please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 10:54:32 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69be0c080000000023020ea1: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:05:39 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69ba70ff000000001f001421?xsec_token=ABKDnfWC4ot32o6Rnh62FVSV2iBvyAPCzl1-wU0vO7bnA=&xsec_source=pc_feed - [0;31mERROR:[0m [XiaoHongShu] 69ba70ff000000001f001421: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:05:40 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69ba70ff000000001f001421: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:06:25 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69ba70ff000000001f001421?xsec_token=ABKDnfWC4ot32o6Rnh62FVSV2iBvyAPCzl1-wU0vO7bnA=&xsec_source=pc_feed - [0;31mERROR:[0m [XiaoHongShu] 69ba70ff000000001f001421: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:06:25 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69ba70ff000000001f001421: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:48:22 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69b0ef8c000000000b03624d?xsec_token=ABb4F6BEU5FYAVyr28h02Gt_ZOhg7jRDqDZk7uoy2Gn8E=&xsec_source=pc_user - [0;31mERROR:[0m [XiaoHongShu] 69b0ef8c000000000b03624d: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:48:23 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69b0ef8c000000000b03624d: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:48:39 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69b3c08a000000001a02da2f?xsec_token=ABkEizYeLUuX0Zx1V5rwaT3lOqnyD9jE7NeE6S6ZqJEjg=&xsec_source=pc_user - [0;31mERROR:[0m [XiaoHongShu] 69b3c08a000000001a02da2f: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 11:48:40 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69b3c08a000000001a02da2f: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:53:13 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69b7ad660000000020038e31?xsec_token=AB7PQ61CVSH1V7XsJAwv5vxoKibshdi22iX4dpW1oMjQ4=&xsec_source=pc_feed - [0;31mERROR:[0m [XiaoHongShu] 69b7ad660000000020038e31: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:53:13 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69b7ad660000000020038e31: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:54:03 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69be645e000000001a02ea50?xsec_token=ABq6Ws1j59128dJLnPpn_BfF1WLAwWtax_pJIRbSV7fxU=&xsec_source=pc_feed - [0;31mERROR:[0m [XiaoHongShu] 69be645e000000001a02ea50: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:54:03 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69be645e000000001a02ea50: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:54:38 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69aecf82000000002800b96d?xsec_token=ABe354kaVlFQ11AAMHeAlMziEyEfr9pCXhxmaNImYy7eU=&xsec_source=pc_feed - [0;31mERROR:[0m [XiaoHongShu] 69aecf82000000002800b96d: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:54:39 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69aecf82000000002800b96d: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:54:58 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/68898a8800000000230250ea?xsec_token=ABStJzzqrxxa0UX3L6eMtMM9ycFasFhl5iJImlSGd35As=&xsec_source=pc_user - [0;31mERROR:[0m [XiaoHongShu] 68898a8800000000230250ea: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:54:59 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 68898a8800000000230250ea: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
